Timestamp,MAXnetOUT,AvgUserCpu,AvgSystemCpu,MAXnetIN,AVGnetOut,AVGnetIN,CpuCoresMax,CpuCalc
2021-03-22T00:59:00.000Z,9226843,0.6038333333333333,0.26183333333333336,3403861,4991836.5,660783,8,0.10820833333333334
2021-03-22T01:00:00.000Z,6777815,0.6483333333333333,0.2723333333333333,1823632,4470810.5,366871.5,8,0.11508333333333333
2021-03-22T01:01:00.000Z,12730183,0.6386666666666666,0.256,7432065,6435461,1631947,8,0.11183333333333333
2021-03-22T01:02:00.000Z,8365120,0.6858333333333334,0.26033333333333336,3159093,4923131.333333333,924705.5,8,0.11827083333333335
2021-03-22T01:03:00.000Z,8721421,0.6376666666666667,0.264,3802387,6168493.833333333,1688213.3333333333,8,0.11270833333333334
2021-03-22T01:04:00.000Z,8195504,0.6305000000000001,0.26516666666666666,1795261,6084009.5,384413,8,0.11195833333333334
2021-03-22T01:05:00.000Z,8665504,0.652,0.27299999999999996,2450472,6013971.666666667,847025.8333333334,8,0.115625
2021-03-22T01:06:00.000Z,9299662,0.649,0.2655,4042804,6398928.833333333,1260333.1666666667,8,0.11431250000000001
2021-03-22T01:07:00.000Z,10399498,0.6421666666666667,0.2675,1933091,6742551.5,950385.6666666666,8,0.11370833333333333
2021-03-22T01:08:00.000Z,15486136,0.6875,0.2916666666666667,9512683,8352486.333333333,2690301.1666666665,8,0.12239583333333334
2021-03-22T01:09:00.000Z,11103515,0.6355000000000001,0.26833333333333337,3757943,6153327.666666667,1009418,8,0.11297916666666669
2021-03-22T01:10:00.000Z,6323492,0.6318333333333334,0.26033333333333336,119152,4504354.333333333,77517.16666666667,8,0.11152083333333335
2021-03-22T01:11:00.000Z,11675007,0.6976666666666667,0.26366666666666666,6062912,6264718.333333333,2586255.5,8,0.12016666666666667
2021-03-22T01:12:00.000Z,6625095,0.6658333333333334,0.275,950508,5510773.333333333,348345.6666666667,8,0.11760416666666668
2021-03-22T01:13:00.000Z,7950883,0.6508333333333334,0.2628333333333333,1392687,5254702.833333333,891483.5,8,0.11420833333333333
2021-03-22T01:14:00.000Z,10032451,0.9866666666666667,0.4013333333333333,5253405,5786800,1517693.8333333333,8,0.1735
2021-03-22T01:15:00.000Z,13059602,0.7171666666666666,0.2966666666666667,5105717,6903008.333333333,1184511.1666666667,8,0.12672916666666667
2021-03-22T01:16:00.000Z,8928293,0.7005,0.33116666666666666,3121742,7111772.666666667,1329013.8333333333,8,0.12895833333333334
2021-03-22T01:17:00.000Z,10991809,0.7283333333333334,0.2785,5597020,7001930.5,2022207.8333333333,8,0.12585416666666668
2021-03-22T01:18:00.000Z,10344507,0.6995,0.28583333333333333,1797813,6651091.5,694085.6666666666,8,0.12316666666666667
2021-03-22T01:19:00.000Z,7879996,0.6683333333333333,0.26316666666666666,3992508,4903182.833333333,1021201.5,8,0.1164375
2021-03-22T01:20:00.000Z,7733959,0.6681666666666667,0.2913333333333334,3814034,4049933,822239.1666666666,8,0.1199375
2021-03-22T01:21:00.000Z,6664338,0.7155,0.311,1817963,4876377.166666667,665418.8333333334,8,0.1283125
2021-03-22T01:22:00.000Z,10169960,0.7366666666666667,0.3006666666666667,5663029,6018800.833333333,1608045.8333333333,8,0.12966666666666668
2021-03-22T01:23:00.000Z,18028530,0.727,0.28099999999999997,12661071,6814950.5,2178771.1666666665,8,0.126
2021-03-22T01:24:00.000Z,9298909,0.6960000000000001,0.31083333333333335,3909111,6008606,1052093.5,8,0.12585416666666668
2021-03-22T01:25:00.000Z,8113464,0.7566666666666667,0.302,2828821,5141788,891208.8333333334,8,0.13233333333333333
2021-03-22T01:26:00.000Z,6821084,0.6901666666666667,0.27699999999999997,1734520,5693924.333333333,810323.1666666666,8,0.12089583333333334
2021-03-22T01:27:00.000Z,29906115,0.8811666666666667,0.31866666666666665,17139286,12334461.166666666,5311451.833333333,8,0.14997916666666666
2021-03-22T01:28:00.000Z,5778968,0.71,0.30333333333333334,348359,4580077.5,141268.16666666666,8,0.12666666666666665
2021-03-22T01:29:00.000Z,42859125,0.7326666666666667,0.29583333333333334,36577956,12882534,6991607.333333333,8,0.1285625
2021-03-22T01:30:00.000Z,53693002,1.562166666666667,0.46649999999999997,48585000,20647222.333333332,16648031.833333334,8,0.2535833333333334
