Timestamp,Host__Network__In__Bytes
"2021-04-12T19:06:54.859Z",1327841
"2021-04-12T19:06:44.859Z",73749
"2021-04-12T19:06:34.859Z",7132244
"2021-04-12T19:06:24.859Z",128014
"2021-04-12T19:06:14.859Z",2511316
"2021-04-12T19:06:04.859Z",822809
"2021-04-12T19:05:54.859Z",16714099
"2021-04-12T19:05:44.859Z",3527875
"2021-04-12T19:05:34.859Z",118598
"2021-04-12T19:05:24.859Z",155305
"2021-04-12T19:05:14.866Z",3900724
"2021-04-12T19:05:04.859Z",9532602
"2021-04-12T19:04:54.859Z",208585
"2021-04-12T19:04:44.859Z",134254
"2021-04-12T19:04:34.859Z",111806
"2021-04-12T19:04:24.859Z",1614325
"2021-04-12T19:04:14.859Z",1762687
"2021-04-12T19:04:04.859Z",2967826
"2021-04-12T19:03:54.862Z",2152126
"2021-04-12T19:03:44.859Z",150274
"2021-04-12T19:03:34.859Z",3980737
"2021-04-12T19:03:24.860Z",81710
"2021-04-12T19:03:14.860Z",85122
"2021-04-12T19:03:04.862Z",167853
"2021-04-12T19:02:54.859Z",101469
"2021-04-12T19:02:44.859Z",71012
"2021-04-12T19:02:34.859Z",316459
"2021-04-12T19:02:24.859Z",97507
"2021-04-12T19:02:14.859Z",80126
"2021-04-12T19:02:04.859Z",181930
"2021-04-12T19:01:54.859Z",1508647
"2021-04-12T19:01:44.859Z",1888049
"2021-04-12T19:01:34.859Z",158917
"2021-04-12T19:01:24.859Z",720651
"2021-04-12T19:01:14.859Z",155761
"2021-04-12T19:01:04.859Z",2097296
"2021-04-12T19:00:54.860Z",1773605
"2021-04-12T19:00:44.859Z",76975
"2021-04-12T19:00:34.859Z",121220
"2021-04-12T19:00:24.859Z",588745
"2021-04-12T19:00:14.859Z",127416
"2021-04-12T19:00:04.859Z",4553116
"2021-04-12T18:59:54.859Z",3364234
"2021-04-12T18:59:44.859Z",1342170
"2021-04-12T18:59:34.859Z",110123
"2021-04-12T18:59:24.859Z",123503
"2021-04-12T18:59:14.859Z",672460
"2021-04-12T18:59:04.859Z",9106522
"2021-04-12T18:58:54.859Z",262438
"2021-04-12T18:58:44.862Z",756248
"2021-04-12T18:58:34.859Z",1729586
"2021-04-12T18:58:24.859Z",1838183
"2021-04-12T18:58:14.859Z",2391609
"2021-04-12T18:58:04.859Z",154718
"2021-04-12T18:57:54.859Z",108568
"2021-04-12T18:57:44.859Z",135298
"2021-04-12T18:57:34.859Z",759258
"2021-04-12T18:57:24.859Z",117499
"2021-04-12T18:57:14.859Z",1933293
"2021-04-12T18:57:04.859Z",5260497
"2021-04-12T18:56:54.859Z",1235360
"2021-04-12T18:56:44.859Z",1921573
"2021-04-12T18:56:34.859Z",800770
"2021-04-12T18:56:24.859Z",4070987
"2021-04-12T18:56:14.859Z",186830
"2021-04-12T18:56:04.859Z",250497
"2021-04-12T18:55:54.865Z",3525192
"2021-04-12T18:55:44.859Z",342737
"2021-04-12T18:55:34.859Z",2934053
"2021-04-12T18:55:24.860Z",5741108
"2021-04-12T18:55:14.859Z",6786676
"2021-04-12T18:55:04.859Z",7490575
"2021-04-12T18:54:54.859Z",147923
"2021-04-12T18:54:44.859Z",83634
"2021-04-12T18:54:34.859Z",1891692
"2021-04-12T18:54:24.859Z",67763
"2021-04-12T18:54:14.859Z",67965
"2021-04-12T18:54:04.859Z",4169668
"2021-04-12T18:53:54.859Z",1412302
"2021-04-12T18:53:44.859Z",127881
"2021-04-12T18:53:34.864Z",163395
"2021-04-12T18:53:24.859Z",81883
"2021-04-12T18:53:14.860Z",101264
"2021-04-12T18:53:04.862Z",3209078
"2021-04-12T18:52:54.859Z",2891161
"2021-04-12T18:52:44.859Z",68312
"2021-04-12T18:52:34.859Z",152205
"2021-04-12T18:52:24.859Z",162769
"2021-04-12T18:52:14.859Z",68517
"2021-04-12T18:52:04.859Z",242318
"2021-04-12T18:51:54.859Z",241921
"2021-04-12T18:51:44.859Z",3817522
"2021-04-12T18:51:34.861Z",114324
"2021-04-12T18:51:24.859Z",4045437
"2021-04-12T18:51:14.859Z",3421269
"2021-04-12T18:51:04.859Z",3497042
"2021-04-12T18:50:54.859Z",4613922
"2021-04-12T18:50:44.859Z",1847345
"2021-04-12T18:50:34.859Z",127531
"2021-04-12T18:50:24.859Z",2189056
"2021-04-12T18:50:14.859Z",3867074
"2021-04-12T18:50:04.859Z",2285076
"2021-04-12T18:49:54.859Z",204275
"2021-04-12T18:49:44.859Z",186548
"2021-04-12T18:49:34.860Z",209656
"2021-04-12T18:49:24.859Z",3071935
"2021-04-12T18:49:14.859Z",213394
"2021-04-12T18:49:04.859Z",899956
"2021-04-12T18:48:54.859Z",6056580
"2021-04-12T18:48:44.859Z",2585203
"2021-04-12T18:48:34.859Z",337880
"2021-04-12T18:48:24.860Z",198774
"2021-04-12T18:48:14.860Z",1600523
"2021-04-12T18:48:04.859Z",14450922
"2021-04-12T18:47:54.859Z",4388648
"2021-04-12T18:47:44.859Z",704105
"2021-04-12T18:47:34.859Z",3636220
"2021-04-12T18:47:24.860Z",3871706
"2021-04-12T18:47:14.859Z",286076
"2021-04-12T18:47:04.859Z",2565322
"2021-04-12T18:46:54.859Z",91562
"2021-04-12T18:46:44.859Z",2105024
"2021-04-12T18:46:34.859Z",709351
"2021-04-12T18:46:24.859Z",1119338
"2021-04-12T18:46:14.861Z",216353
"2021-04-12T18:46:04.860Z",1381226
"2021-04-12T18:45:54.859Z",6905484
"2021-04-12T18:45:44.859Z",10661460
"2021-04-12T18:45:34.860Z",7110706
"2021-04-12T18:45:24.859Z",7587449
"2021-04-12T18:45:14.860Z",142221
"2021-04-12T18:45:04.859Z",158233
"2021-04-12T18:44:54.859Z",3756272
"2021-04-12T18:44:44.859Z",4808146
"2021-04-12T18:44:34.859Z",207061
"2021-04-12T18:44:24.859Z",124948
"2021-04-12T18:44:14.859Z",5945425
"2021-04-12T18:44:04.859Z",1407711
"2021-04-12T18:43:54.859Z",1990122
"2021-04-12T18:43:44.859Z",130600
"2021-04-12T18:43:34.860Z",111983
"2021-04-12T18:43:24.859Z",232588
"2021-04-12T18:43:14.860Z",6243968
"2021-04-12T18:43:04.859Z",759092
"2021-04-12T18:42:54.859Z",1696719
"2021-04-12T18:42:44.859Z",1745885
"2021-04-12T18:42:34.859Z",367734
"2021-04-12T18:42:24.859Z",181778
"2021-04-12T18:42:14.859Z",85163
"2021-04-12T18:42:04.859Z",1415189
"2021-04-12T18:41:54.860Z",3501209
"2021-04-12T18:41:44.859Z",105239
"2021-04-12T18:41:34.860Z",117666
"2021-04-12T18:41:24.860Z",107430
"2021-04-12T18:41:14.860Z",269916
"2021-04-12T18:41:04.860Z",220764
"2021-04-12T18:40:54.859Z",1679292
"2021-04-12T18:40:44.859Z",2061788
"2021-04-12T18:40:34.859Z",139203
"2021-04-12T18:40:24.859Z",22744481
"2021-04-12T18:40:14.859Z",20860888
"2021-04-12T18:40:04.872Z",2585383
"2021-04-12T18:39:54.860Z",143997
"2021-04-12T18:39:44.859Z",138476
"2021-04-12T18:39:34.859Z",215123
"2021-04-12T18:39:24.859Z",3392528
"2021-04-12T18:39:14.859Z",8645910
"2021-04-12T18:39:04.859Z",1929095
"2021-04-12T18:38:54.859Z",36551885
"2021-04-12T18:38:44.860Z",11629623
"2021-04-12T18:38:34.859Z",11153580
"2021-04-12T18:38:24.859Z",4886924
"2021-04-12T18:38:14.859Z",8403680
"2021-04-12T18:38:04.859Z",6232298
"2021-04-12T18:37:54.859Z",1661304
"2021-04-12T18:37:44.860Z",167140
"2021-04-12T18:37:34.859Z",1046052
"2021-04-12T18:37:24.859Z",1491431
"2021-04-12T18:37:14.859Z",6573831
"2021-04-12T18:37:04.859Z",8137053
"2021-04-12T18:36:54.859Z",269373
"2021-04-12T18:36:44.859Z",2794547
"2021-04-12T18:36:34.859Z",110838
"2021-04-12T18:36:24.859Z",2439259
"2021-04-12T18:36:14.859Z",1412398
"2021-04-12T18:36:04.860Z",163701
"2021-04-12T18:35:54.859Z",1721181
"2021-04-12T18:35:44.859Z",64742
"2021-04-12T18:35:34.859Z",1997062
"2021-04-12T18:35:24.861Z",6907614
"2021-04-12T18:35:14.859Z",979975
"2021-04-12T18:35:04.860Z",1735845
"2021-04-12T18:34:54.859Z",1257499
"2021-04-12T18:34:44.859Z",85015
"2021-04-12T18:34:34.859Z",111121
"2021-04-12T18:34:24.860Z",149191
"2021-04-12T18:34:14.863Z",1889817
"2021-04-12T18:34:04.859Z",1055203
"2021-04-12T18:33:54.860Z",8883021
"2021-04-12T18:33:44.859Z",7123667
"2021-04-12T18:33:34.859Z",8555144
"2021-04-12T18:33:24.859Z",10132937
"2021-04-12T18:33:14.859Z",10930756
"2021-04-12T18:33:04.859Z",7185246
"2021-04-12T18:32:54.859Z",5132160
"2021-04-12T18:32:44.859Z",107269
"2021-04-12T18:32:34.859Z",143578
"2021-04-12T18:32:24.859Z",1412144
"2021-04-12T18:32:14.859Z",1545081
"2021-04-12T18:32:04.860Z",8950960
"2021-04-12T18:31:54.859Z",1193792
"2021-04-12T18:31:44.859Z",1634241
"2021-04-12T18:31:34.859Z",1837092
"2021-04-12T18:31:24.859Z",81164
"2021-04-12T18:31:14.859Z",292800
"2021-04-12T18:31:04.861Z",176953
"2021-04-12T18:30:54.859Z",9778234
"2021-04-12T18:30:44.859Z",4864676
"2021-04-12T18:30:34.859Z",1891578
"2021-04-12T18:30:24.859Z",2747000
"2021-04-12T18:30:14.859Z",2705590
"2021-04-12T18:30:04.859Z",154178
"2021-04-12T18:29:54.859Z",399178
"2021-04-12T18:29:44.860Z",998428
"2021-04-12T18:29:34.859Z",5590396
"2021-04-12T18:29:24.859Z",5233953
"2021-04-12T18:29:14.859Z",1667973
"2021-04-12T18:29:04.859Z",1515424
"2021-04-12T18:28:54.860Z",29480875
"2021-04-12T18:28:44.859Z",944942
"2021-04-12T18:28:34.860Z",849216
"2021-04-12T18:28:24.859Z",1280282
"2021-04-12T18:28:14.859Z",1310997
"2021-04-12T18:28:04.860Z",2316809
"2021-04-12T18:27:54.859Z",140350
"2021-04-12T18:27:44.859Z",5383496
"2021-04-12T18:27:34.859Z",12876070
"2021-04-12T18:27:24.860Z",617623
"2021-04-12T18:27:14.859Z",7218032
"2021-04-12T18:27:04.860Z",3797874
"2021-04-12T18:26:54.859Z",1087766
"2021-04-12T18:26:44.860Z",844878
"2021-04-12T18:26:34.859Z",103104
"2021-04-12T18:26:24.859Z",3885716
"2021-04-12T18:26:14.859Z",138818
"2021-04-12T18:26:04.859Z",155221
"2021-04-12T18:25:54.859Z",1678165
"2021-04-12T18:25:44.859Z",2426138
"2021-04-12T18:25:34.859Z",116376
"2021-04-12T18:25:24.859Z",9276846
"2021-04-12T18:25:14.859Z",144374
"2021-04-12T18:25:04.859Z",115420
"2021-04-12T18:24:54.859Z",120441
"2021-04-12T18:24:44.869Z",5820428
"2021-04-12T18:24:34.859Z",111658
"2021-04-12T18:24:24.859Z",76428
"2021-04-12T18:24:14.859Z",3325070
"2021-04-12T18:24:04.859Z",512459
"2021-04-12T18:23:54.859Z",102519
"2021-04-12T18:23:44.859Z",399163
"2021-04-12T18:23:34.859Z",112637
"2021-04-12T18:23:24.859Z",519007
"2021-04-12T18:23:14.859Z",2843380
"2021-04-12T18:23:04.859Z",4677344
"2021-04-12T18:22:54.859Z",2923961
"2021-04-12T18:22:44.859Z",75592
"2021-04-12T18:22:34.859Z",195937
"2021-04-12T18:22:24.860Z",120020
"2021-04-12T18:22:14.859Z",486571
"2021-04-12T18:22:04.859Z",4113126
"2021-04-12T18:21:54.859Z",1522513
"2021-04-12T18:21:44.859Z",1993693
"2021-04-12T18:21:34.859Z",599508
"2021-04-12T18:21:24.859Z",1117792
"2021-04-12T18:21:14.859Z",159807
"2021-04-12T18:21:04.859Z",188872
"2021-04-12T18:20:54.859Z",1679361
"2021-04-12T18:20:44.859Z",69203
"2021-04-12T18:20:34.860Z",2611755
"2021-04-12T18:20:24.860Z",2046288
"2021-04-12T18:20:14.859Z",238273
"2021-04-12T18:20:04.859Z",124126
"2021-04-12T18:19:54.859Z",174029
"2021-04-12T18:19:44.859Z",1792820
"2021-04-12T18:19:34.859Z",2078142
"2021-04-12T18:19:24.859Z",3897858
"2021-04-12T18:19:14.859Z",240472
"2021-04-12T18:19:04.859Z",4102068
"2021-04-12T18:18:54.859Z",116145
"2021-04-12T18:18:44.859Z",7949376
"2021-04-12T18:18:34.859Z",3024529
"2021-04-12T18:18:24.859Z",140805
"2021-04-12T18:18:14.859Z",6602139
"2021-04-12T18:18:04.859Z",209981
"2021-04-12T18:17:54.859Z",1150979
"2021-04-12T18:17:44.859Z",6095438
"2021-04-12T18:17:34.859Z",42665309
"2021-04-12T18:17:24.859Z",1307904
"2021-04-12T18:17:14.859Z",609734
"2021-04-12T18:17:04.859Z",437005
"2021-04-12T18:16:54.859Z",92686
"2021-04-12T18:16:44.859Z",213199
"2021-04-12T18:16:34.859Z",217547
"2021-04-12T18:16:24.859Z",88701
"2021-04-12T18:16:14.859Z",1496043
"2021-04-12T18:16:04.859Z",3415546
"2021-04-12T18:15:54.859Z",8136336
"2021-04-12T18:15:44.859Z",6212361
"2021-04-12T18:15:34.859Z",5448181
"2021-04-12T18:15:24.859Z",7494269
"2021-04-12T18:15:14.860Z",3346239
"2021-04-12T18:15:04.859Z",279637
"2021-04-12T18:14:54.860Z",6020867
"2021-04-12T18:14:44.859Z",762727
"2021-04-12T18:14:34.859Z",172178
"2021-04-12T18:14:24.859Z",262284
"2021-04-12T18:14:14.868Z",36886012
"2021-04-12T18:14:04.859Z",16205722
"2021-04-12T18:13:54.859Z",1650334
"2021-04-12T18:13:44.859Z",3112922
"2021-04-12T18:13:34.859Z",4413972
"2021-04-12T18:13:24.860Z",3379103
"2021-04-12T18:13:14.859Z",79437
"2021-04-12T18:13:04.859Z",403017
"2021-04-12T18:12:54.860Z",268826
"2021-04-12T18:12:44.859Z",229505
"2021-04-12T18:12:34.859Z",162447
"2021-04-12T18:12:24.859Z",453902
"2021-04-12T18:12:14.859Z",301556
"2021-04-12T18:12:04.859Z",309177
"2021-04-12T18:11:54.859Z",5448541
"2021-04-12T18:11:44.859Z",71380
"2021-04-12T18:11:34.859Z",2421714
"2021-04-12T18:11:24.859Z",129060
"2021-04-12T18:11:14.859Z",4428185
"2021-04-12T18:11:04.859Z",831192
"2021-04-12T18:10:54.859Z",2425489
"2021-04-12T18:10:44.859Z",1444562
"2021-04-12T18:10:34.859Z",775126
"2021-04-12T18:10:24.859Z",2330671
"2021-04-12T18:10:14.859Z",2652642
"2021-04-12T18:10:04.861Z",2344207
"2021-04-12T18:09:54.859Z",771957
"2021-04-12T18:09:44.861Z",9880423
"2021-04-12T18:09:34.859Z",45832880
"2021-04-12T18:09:24.859Z",4165296
"2021-04-12T18:09:14.859Z",3100615
"2021-04-12T18:09:04.861Z",14222466
"2021-04-12T18:08:54.859Z",395908
"2021-04-12T18:08:44.859Z",177632
"2021-04-12T18:08:34.860Z",4312867
"2021-04-12T18:08:24.859Z",1916092
"2021-04-12T18:08:14.859Z",1281119
"2021-04-12T18:08:04.859Z",932370
"2021-04-12T18:07:54.859Z",169595
"2021-04-12T18:07:44.859Z",104279
"2021-04-12T18:07:34.859Z",3886728
